node,ae_score,if_score,lof_score,ae_norm,if_norm,lof_norm,combined_score,label
13,0.0001569154662137246,0.4266494965170752,-0.48354128485856185,2.2236189147161236e-06,0.15130822918035405,0.06325102052744355,0.06436866435990517,0
10,0.00023510032420363464,0.395467732793214,-0.500639492683302,3.448028636617653e-06,0.0655078203012765,0.04575022063704917,0.03337879149295235,0
21,0.000881018618921049,0.4167720635398954,-0.511229286803942,1.3563397007666214e-05,0.12412927305641969,0.034911080670716944,0.047717531476944054,0
4,8.404763238006174e-05,0.3851139841001098,-0.4353268100575296,1.082476160816691e-06,0.037018223652201664,0.11260074676555891,0.04488612411579249,0
12,0.035005960996264344,0.4385538756490553,-0.3935019530092345,0.0005479752035948294,0.18406457375472615,0.15541040618421717,0.10206168406312092,0
14,0.000435453210454474,0.4111510925488641,-0.4479421858644783,6.585644129482235e-06,0.10866248889376309,0.09968833104324695,0.0625078802387548,0
4,0.38425473130478444,0.48460457942698726,-0.3646181263865984,0.006017366601390706,0.310778676533085,0.18497432744268877,0.1511328478332884,1
13,4.792082721784248e-05,0.4281551592672139,-0.4987647960459267,5.167142908191509e-07,0.15545124305025404,0.04766905862534568,0.06093629718839624,0
16,0.00010724127593362381,0.4078267020513394,-0.4840748775083912,1.4456989559129619e-06,0.09951502480265813,0.06270486397797546,0.04866654491377244,0
7,0.0010814281326565632,0.45427039744155046,-0.4306570276377135,1.6701899312178798e-05,0.2273104917180234,0.11738048324429275,0.10341397324841972,0
3,4.5610030215466785e-05,0.38627772205108246,-0.48409321495361635,4.805261798755351e-07,0.040220389921749436,0.0626860947617701,0.03087213761552781,0
23,8.938755083133908e-05,0.3907469045287147,-0.5226613949193115,1.1661016636825927e-06,0.05251788814320576,0.023209793699403816,0.022718770993448344,0
19,0.00010231807339614598,0.4103443811946423,-0.4595769143764248,1.3685994099809853e-06,0.10644272465423543,0.08777965280317908,0.05826726067698834,0
10,0.00018238584182201208,0.393123406121718,-0.4964091981300136,2.622496348493588e-06,0.05905712082379424,0.05008012112798852,0.03274222158407422,0
9,0.0006559684476951818,0.43733720501258266,-0.4058068782098696,1.0039011024895528e-05,0.1807167567741031,0.14281575089578444,0.09706376790537621,0
5,1.9254702278179938,0.48817533637119065,-0.48302477526458887,0.03015348817264941,0.3206040478152749,0.06377969178575582,0.12737651714936898,1
21,0.00013684456803338363,0.444810609249576,-0.455590847590599,1.909299703923713e-06,0.20128073592971377,0.09185957497300713,0.08794285699069784,0
10,0.0010569594809648104,0.43358517629248877,-0.5123259321710716,1.6318709321387094e-05,0.17039259419109462,0.033788613841585685,0.06126088989353264,0
17,0.00036825516942343546,0.4011923308725121,-0.43689123952809483,5.533292857810685e-06,0.08125974697937839,0.11099948145239655,0.05767998184667561,0
8,0.00014364567614578454,0.40165044062332095,-0.5330508832095596,2.0158080881123974e-06,0.08252029158099158,0.012575675937182083,0.028529596578687345,0
13,9.251251735708791e-05,0.40811915780597624,-0.5018996551077217,1.2150400322249709e-06,0.10031975232061045,0.04446038660033491,0.0434345276922965,0
3,0.0002286987638843815,0.41140845051886127,-0.4764452252018718,3.3477773489419226e-06,0.10937064059581539,0.07051416303541691,0.05396678020030926,0
17,0.4121277950827588,0.4871227538420498,0.03124925822095892,0.006453871202746348,0.31770773918504336,0.590162751408751,0.27494269565923685,1
12,0.00023286533549862678,0.4501249683847169,-0.4941318248740716,3.413027717397401e-06,0.21590384034302906,0.052411117103502866,0.08049585244504653,0
12,0.0002848029683464525,0.4376509530090733,-0.4942177478281027,4.22639419559241e-06,0.18158007248075406,0.05232317101933409,0.07017266360770467,0
6,0.0009326843079667448,0.463987854147253,-0.43644579403712624,1.4372504724718731e-05,0.2540492537071663,0.11145541534204315,0.10965714971665272,0
18,0.0001992636920546048,0.3841981805936379,-0.5140856011197321,2.886811005332274e-06,0.03449827911012788,0.031987511968248464,0.019946892047915034,0
3,0.00014337069329484818,0.3841956016203236,-0.47964045412032563,2.011501734111139e-06,0.03449118275192267,0.06724369969334959,0.030521269334275323,0
14,0.00025092625422407897,0.4987431749414259,-0.3789023361151638,3.6958697541095593e-06,0.3496827387554034,0.17035378366322126,0.15601243507348903,0
13,0.0001429822962226739,0.4066002316624572,-0.4656280590806521,2.0054192628583337e-06,0.09614024261342452,0.08158602867239324,0.05331868355345047,0
0,0.0004427286679545539,0.4503626292629428,-0.3773670347443252,6.6995810364921435e-06,0.21655779310551312,0.1719252350304,0.11654758827318853,0
11,0.0003542310270644724,0.3962581476192755,-0.5369787660732005,5.3136685381264125e-06,0.06768274266489722,0.00855530768022221,0.022873540570951083,0
2,0.0005730715304589631,0.4392791882006015,-0.49689369929784033,8.740808355105024e-06,0.18606035930550216,0.04958421196185188,0.07069686770354824,0
0,0.00763419374384422,0.607266874922983,-0.2155504782012969,0.00011932112924945907,0.6482988758651402,0.33755190210802194,0.29580296184364846,0
0,0.002694108984597278,0.5192890280726529,-0.3673560594837455,4.195720020043362e-05,0.4062171482596283,0.18217192734686544,0.1765335055620283,0
12,0.00028110498672207656,0.39669229608300505,-0.4960549641062082,4.168482155221582e-06,0.06887735487580662,0.05044269589772652,0.03579768262492203,0
2,0.0006352486336039263,0.4997541861184411,-0.20577534391381325,9.714529501726432e-06,0.35246465876279676,0.34755720037205706,0.21001044355225684,0
1,0.22320377890694792,0.45270452218123586,-0.21811092921296638,0.003495236908926986,0.22300179581555865,0.334931163066615,0.1687779824282229,1
12,0.00022819746621719232,0.4134845701736801,-0.4580871614674842,3.339926804053139e-06,0.11508333590204771,0.08930448323059836,0.06131768171051544,0
10,5.63114192937865e-05,0.40303980021375474,-0.46271973950674794,6.481147022852895e-07,0.08634328318579507,0.08456282714167884,0.05127209234412308,0
12,0.00027286385586809784,0.38859227549334907,-0.38721840717448464,4.03942237310397e-06,0.04658916474403395,0.16184190353079655,0.06253093625139838,0
5,0.000275159972132939,0.46791516349057993,-0.47675077387808695,4.075380577154818e-06,0.26485572220702913,0.07020141995181264,0.10051877279988339,0
3,0.060430947398775116,0.43515396829219305,-0.4267192484050326,0.0009461418221805646,0.1747093158561315,0.12141098088884612,0.08921454575236551,1
8,0.0005477732933287618,0.4455964595921617,-0.4207139645542235,8.34462668661384e-06,0.20344309856284543,0.12755766433282426,0.09930356671937554,0
12,0.0001791270601306003,0.38322518896699376,-0.5347853774370265,2.5714623748175824e-06,0.03182097451179613,0.010800341545584645,0.012787423402164159,0
2,5.123005976614763e-05,0.45705591529972195,-0.48727315890664924,5.685383473992716e-07,0.23497518231370637,0.059431276282831416,0.08832216499430029,0
1,0.002117352451431869,0.429108248208291,-0.4064214913378552,3.292493583961476e-05,0.1580737829927258,0.1421866661710496,0.09009130472346846,0
2,8.088228962076643,0.5679912688478839,-0.48015580043872674,0.12666503659720052,0.5402272770274397,0.06671621910093689,0.2327490634773932,1
12,4.339751803799161,0.5396551951281898,-0.48158904335296326,0.06796221366039763,0.462257129709667,0.06524922924483714,0.18543679315051032,1
7,0.00011199763337204861,0.39769020655647497,-0.4930901255178983,1.520185633233493e-06,0.07162322670674842,0.05347734417040998,0.037530779337400816,0
3,0.0006084055239328299,0.4088359784219186,-0.3878728715360755,9.294154440719082e-06,0.10229217127950797,0.16117202924075405,0.07904297781785488,0
14,8.438275344762641e-05,0.4465117150401888,-0.4997175513478367,1.0877243060930202e-06,0.2059615350555648,0.04669386987725289,0.07579705656956774,0
13,0.000125726292776502,0.44631781935065973,-0.4516630234418517,1.7351825581579703e-06,0.20542800752361343,0.09587988313258053,0.09039306126988145,0
13,0.004212101031396436,0.4880550235189162,0.2488388166489841,6.572963219883864e-05,0.3202729923942291,0.8128756438546011,0.33997088272752857,0
13,0.00018314781916839372,0.40094112702103407,-0.5253749247719435,2.634429253339419e-06,0.0805685290816454,0.020432371443557248,0.03030132392926213,0
7,0.00011751265465045759,0.39860152840955587,-0.5189977143670476,1.6065533244128927e-06,0.07413083943536856,0.026959738773455786,0.03032781608397707,0
8,0.0001286523952975988,0.4098527828724231,-0.5045189733159001,1.7810066277568927e-06,0.10509003218230842,0.04177939428345195,0.044061540342379205,0
1,0.03130074663561614,0.4580867254965789,-0.27291540950568227,0.0004899498953504594,0.2378115817281298,0.27883626396776984,0.15519033366691004,1
4,0.0003891948268758746,0.3918263376634139,-0.5219994701367859,5.861217225996696e-06,0.0554880794747482,0.023887304072433165,0.023814959551044807,0
0,0.0003126938530741695,0.38892448949845854,-0.5234131374190426,4.663177880963542e-06,0.047503291915484996,0.022440350773469644,0.020984958077838775,0
3,0.0003143938492009691,0.40657374818307784,-0.5104664743665668,4.689800577971152e-06,0.0960673701043705,0.03569185418553473,0.03952964320720275,0
5,0.00029448605152276864,0.5286702003521616,-0.45991389594809884,4.378035593733629e-06,0.43203058281948864,0.08743473670945345,0.1558413470729201,0
11,0.00024783702933113343,0.4665842858845848,-0.5251819952260404,3.647491115466373e-06,0.2611936508831094,0.020629843682192076,0.08454850736603664,0
11,0.001024711966211413,0.39912854841836365,-0.5141425691474488,1.5813698868131317e-05,0.07558099897873524,0.031929202579133543,0.03225938594690789,0
2,0.0001504796206602059,0.4617420679155278,-0.44279065061545886,2.1228307049913972e-06,0.24786970021418747,0.10496116363748831,0.10585010828778474,0
6,0.002653241426174729,0.5896252285686638,-0.3925777036511451,4.131719602149906e-05,0.599755743927341,0.15635641779143042,0.22685017539404004,0
4,0.00020120304996824794,0.41855810989809905,-0.46402263804074906,2.917182214601693e-06,0.1290437964672169,0.08322925073678518,0.06368308103408646,0
12,0.00022129053236611069,0.45251874939442016,-0.4370848402830907,3.231761141631823e-06,0.22249061943668066,0.11080132220047136,0.09998887519560226,0
5,0.32322385598932507,0.4491220259191642,-0.43296508098712616,0.005061595893435309,0.2131441223749028,0.11501808478601813,0.1004733005056504,1
2,0.00030864101301525995,0.4170436669949329,-0.5122157278189381,4.599708599353013e-06,0.12487662294020309,0.03390141305033949,0.047635250680602516,0
23,0.00025549919216937624,0.3955656861465933,-0.49119398939383485,3.767484000420488e-06,0.06577735084629151,0.05541812645661939,0.036360150184473444,0
2,0.0006627608883260287,0.4096883722646182,-0.38136493382103187,1.0145383672460114e-05,0.10463763643270797,0.1678332019681864,0.08174530967373729,0
4,0.0009742627069419065,0.44225288837952303,-0.43552854546251907,1.5023640983517827e-05,0.19424285640524153,0.11239426132628265,0.09199714477585066,0
15,0.0001277125123518004,0.39382569014895885,-0.5221258798110571,1.7662876419344265e-06,0.06098954059389219,0.023757917973240474,0.02542494408519657,0
6,0.5114211458632333,0.4252660696022938,-0.4385265904963158,0.008008849329476226,0.14750156205293524,0.10932562473368321,0.08025169576777602,1
10,0.0006033432406373272,0.43797937958965383,-0.4652545445210188,9.214876828130297e-06,0.18248377809375638,0.08196833795482183,0.07933932076530471,0
6,0.00026592950247990565,0.48410437532412354,-0.4965617771401203,3.9308273085110405e-06,0.3094023042108274,0.049923949513353695,0.10779944844817772,0
12,0.0007822386074241741,0.41698889444033216,-0.420975062163659,1.201645800290487e-05,0.12472590960590575,0.12729041895474555,0.07560970515139656,0
6,1.8674187716828639,0.4789835206873889,-0.46227642570365424,0.029244376496938927,0.2953116509195919,0.08501657915101907,0.12579621961995885,1
10,0.000811010507229626,0.41885055300195634,-0.45764274057746923,1.2467038777048099e-05,0.1298484891750133,0.08975936839417725,0.06588734408626798,0
8,0.0003746683739759517,0.4279327042459097,-0.458837690781696,5.63372649936897e-06,0.15483913104933786,0.08853628205568397,0.0730148774221063,0
1,0.0005939268725595468,0.3995357884874959,-0.5015147482800811,9.067412307302933e-06,0.07670156947477653,0.04485435639155698,0.03647040472482298,0
14,0.00025754189567244075,0.4596255456100023,-0.43923292066999875,3.7994736476797728e-06,0.2420458321089715,0.10860266340622254,0.10519606844401727,0
11,0.0008016633346709843,0.44699396443554157,-0.37289020247285065,1.2320657888889817e-05,0.2072885028201013,0.1765074781829584,0.11514372256407346,0
23,0.0019016466828864719,0.510495856040164,-0.38440026796765214,2.9546887367475687e-05,0.38202166777260627,0.16472639825840696,0.16403623856425095,0
7,1.3747439344506205,0.5479108336047369,-0.3548261647372979,0.021528868968342257,0.4849735213518609,0.1949968492833033,0.21260265877788614,1
4,0.0008925197458537186,0.46950481198471555,-0.40142114501834913,1.3743509781305855e-05,0.2692298330488246,0.14730474996189719,0.12496587230712905,0
8,0.0007955524808849405,0.4721713398934306,-0.43658339636752563,1.2224959195087543e-05,0.2765671083511881,0.11131457304597003,0.11636939440282547,0
6,0.0025526749369599467,0.5461969985984686,-0.5128372621873544,3.974227997946985e-05,0.4802576962435918,0.03326524411859232,0.154072779020647,0
18,0.0003561632869629148,0.4298355005245987,-0.42569961935867173,5.343928589314312e-06,0.16007490604176305,0.12245461798144104,0.08476099477839695,0
12,0.0008554512713788519,0.5673463491122204,-0.22813639716389456,1.3163000950184837e-05,0.5384527020706109,0.32466963681689404,0.25894196686663157,0
13,0.0002330887356905251,0.41096932562124994,-0.45755488751797047,3.416526263968532e-06,0.10816233512285704,0.08984929002981336,0.059404854156306704,0
15,0.0013653730303924854,0.4541097684733606,-0.30442319095787274,2.114860296056383e-05,0.22686850160897876,0.24658660459778584,0.1420449913032136,0
6,0.0003075150852858078,0.3977695044380379,-0.497655415107884,4.582076069301253e-06,0.07184142445597118,0.04880456089540293,0.036195628435839955,0
15,0.0002619088543651326,0.3873389370206334,-0.5201841440118746,3.86786216709314e-06,0.043140451759893325,0.025745373618289834,0.020667294758321783,0
5,7.903077811761211e-05,0.4282635583612556,-0.4155642371937538,1.0039099871325337e-06,0.155749516318991,0.13282864647021903,0.08657385040075785,0
12,8.331500145007495e-05,0.38309178121613424,-0.5124782166760106,1.0710028339308462e-06,0.03145388688735154,0.033632743666497,0.019526417567288137,0
4,0.00019901410517977555,0.4358152186193584,-0.4720521562727744,2.8829023636354464e-06,0.1765288264182873,0.07501067056538147,0.07546300225604607,0
4,6.695500169522003e-05,0.42576610085123817,-0.43613757481911986,8.147979463714662e-07,0.1488774587466464,0.11177089184765086,0.07819483109746772,0
3,9.916731197317904e-05,0.42419705159548965,-0.42417741573241385,1.3192570818517857e-06,0.14456002921036853,0.12401266320633447,0.08057233542784364,0
1,0.00012822508509716614,0.42844319551866167,-0.4327845814000195,1.774314759572583e-06,0.15624380976857927,0.11520283439174472,0.08143470297400102,0
11,0.5098646973474578,0.4496770060650774,-0.17256521162625793,0.007984474652034198,0.21467121763034788,0.3815492938976172,0.1820599433192032,1
16,0.07465940044241191,0.4387780742924482,-0.46478490310995246,0.0011689657382449332,0.18468148354352446,0.08244903747839538,0.08060674260187392,1
5,0.00011147336791520786,0.4222677014767862,-0.43663324788263,1.5119754025223775e-06,0.1392511881030589,0.11126354773390121,0.07515502554124903,0
11,0.0005833700134078841,0.43253576506455554,-0.4408410620029082,8.902087187959378e-06,0.16750501178118543,0.1069566569971767,0.08234206146838383,0
21,0.00011524622182167701,0.43728445756276774,-0.4390547222702206,1.5710599762002008e-06,0.18057161576150582,0.1087850576411782,0.08680763044479567,0
13,0.00018370797555290706,0.40576949594137185,-0.5038510006598693,2.6432015519739174e-06,0.09385437241150797,0.04246309493238987,0.04089629748379014,0
5,0.0005214368965978835,0.44564193686350895,-0.4965615866391353,7.932186976084412e-06,0.20356823479666633,0.049924144499848847,0.07605088666374499,0
4,0.000495795354716308,0.5276715542207295,-0.17858350224396147,7.530629002181103e-06,0.4292826867363427,0.3753892974311882,0.24140460750186016,0
12,0.0002516167562475547,0.48599140867123947,-0.49538387705732,3.70668332354324e-06,0.31459470558314306,0.05112958427059059,0.10971876962944951,0
7,7.900544069386461e-05,0.4103626521795055,-0.4982406574035967,1.0035131917841508e-06,0.10649299948749284,0.0482055385645454,0.04640996282088818,0
17,0.00042697024331086927,0.421558947259797,-0.40224972523909397,6.4527970832863945e-06,0.13730096482027798,0.1464566601044671,0.08512986859625682,0
3,0.0004555573710935365,0.437786264075693,-0.4997486802144997,6.900484245202787e-06,0.1819523973096074,0.04666200805454795,0.06858708180294469,0
8,0.00012032184522385216,0.4215013163713166,-0.35065412422689013,1.6505465008049547e-06,0.1371423864332608,0.19926712408962644,0.10092351337546648,0
10,0.746057181734338,0.440173636629577,-0.3992008089244665,0.011683354224862646,0.18852154275897745,0.14957736578612613,0.10610301425347612,1
20,0.0003281956979243602,0.43424084881256164,-0.4926613779293645,4.90594368024954e-06,0.17219675673979543,0.053916186991092206,0.06783584549673838,0
7,1.6398216823233907,0.49339027482590603,-0.4067129868522854,0.02568010464107403,0.3349535841550493,0.14188830714305786,0.15332460924586175,1
5,0.0011950118175069128,0.527819427480172,-0.2959040665136934,1.848067043942335e-05,0.42968957796401025,0.25530631918232977,0.20550616141207778,0
20,0.000339146420321817,0.41610304477459176,-0.41258478221847006,5.0774368735609765e-06,0.12228838669350685,0.1358782552853273,0.07745202356839967,0
6,0.0008397765923797291,0.4086363528629613,-0.49856166148930736,1.2917528491097063e-05,0.10174287731612179,0.04787697616048497,0.044891123054378465,0
2,0.00013270550585991157,0.444920680258393,-0.5002242433180699,1.8444801455712752e-06,0.20158360967495365,0.04617524740710777,0.07432839491667664,0
1,0.0006127330850432962,0.4067094132914777,-0.5110777760536619,9.361925976435905e-06,0.09644066912216866,0.03506615887242523,0.03945579316876874,0
14,0.000183874619703553,0.4186393163533536,-0.4519600965853541,2.6458112736437483e-06,0.1292672458886853,0.09557581514542444,0.06745397663474237,0
0,0.00014703849967587825,0.4044572132383971,-0.5029719627616916,2.068941216722532e-06,0.0902434672209843,0.04336283053683262,0.040082716903831764,0
16,9.363236719694912e-05,0.42904030419743244,-0.5052159518436256,1.2325773798169161e-06,0.1578868267972977,0.04106600479452696,0.05968634250849933,0
16,5.385415489323393e-05,0.4132673319604614,-0.5075471676270638,6.096328466079743e-07,0.11448557858198746,0.03867989852271944,0.045949886984550714,0
13,0.0008653201906531296,0.45390790420187227,-0.47839671452851595,1.3317552624444405e-05,0.22631304755624593,0.06851672420768068,0.08845425855022775,0
4,0.0005662182469939262,0.48826081702316,-0.2940121191645668,8.633482881640315e-06,0.3208392582079637,0.2572428140652799,0.17342807507512573,0
6,16.019889013166082,0.6180530615952912,-0.3691460091295391,0.25087836801522523,0.6779783781192705,0.1803398317912371,0.35784681017924236,1
14,9.21732366922216e-05,0.43078224343961585,-0.47359423959560853,1.20972674580103e-06,0.16267998412301615,0.07343227755929198,0.07083416239539075,0
17,0.00013383258532808368,0.3881506059463267,-0.455446437213213,1.8621307123647025e-06,0.04537385735925776,0.09200738561741115,0.04121511774528562,0
14,0.4081799498658406,0.4201455790927179,-0.119992972509396,0.0063920461871559775,0.13341191070178815,0.43535939177482835,0.17318820921784733,1
14,0.00018335061923653887,0.4306119197550736,-0.5061999814769221,2.6376051927914195e-06,0.1622113178248256,0.04005880533391312,0.060682091989698726,0
8,0.0014689365459471387,0.4474363056884668,-0.4173020075762994,2.277045377080361e-05,0.2085056584852258,0.1310499587836429,0.10187579336216893,0
2,0.0001558193473697078,0.4440230098090432,-0.4964395428873303,2.2064532050956393e-06,0.19911356044121065,0.05004906187716147,0.07474966927679366,0
5,0.00043274992849037005,0.3880632724865657,-0.489077749385473,6.54330952911349e-06,0.045133548740967935,0.057584195163118475,0.03081794049503757,0
11,0.00011182830417493677,0.3930892455569218,-0.46103907293986635,1.5175338625393227e-06,0.058963123882087964,0.08628306645394829,0.04357446411435589,0
0,0.00018329978585022967,0.4968774271399606,-0.4788843277416093,2.6368091193061648e-06,0.3445489071463702,0.06801762972048474,0.1237710157837042,0
5,0.0006610774637515682,0.45222060218828664,-0.32475759566716533,1.0119020493347819e-05,0.2216702311988968,0.22577340877309238,0.13423713959979408,0
0,0.0003102720354573554,0.387710404754607,-0.4818625213142629,4.625251137717654e-06,0.04416259033237989,0.06496931200882061,0.03274142080281524,0
5,0.0004986111576459306,0.48017730634771794,-0.4406994161254565,7.574725731018721e-06,0.2985964971097331,0.10710163804910862,0.12171247043794492,0
2,0.0005594040182384123,0.5242027570324799,-0.419516653841588,8.526769022332814e-06,0.41973787010229624,0.1287831667599348,0.16455972176627823,0
